Total_Price,Unit_Price,Quantity,Product,Discount,Cluster,Category
80.1,13.35,6,Havana Club,0.0,0,Alcoholic Beverages
18.8,1.88,10,Jever,0.0,0,Alcoholic Beverages
34.28,8.57,4,Sauvignon Blanc,0.0,0,Alcoholic Beverages
14.26,14.26,1,Bacardi,0.0,0,Alcoholic Beverages
356.5,35.65,10,Tanqueray,0.0,0,Alcoholic Beverages
2.19,2.19,1,Club Mate,0.0,0,Soft Drinks
50.16,0.96,55,Sprite,0.05,0,Soft Drinks
10.72,0.94,12,Krombacher,0.05,0,Alcoholic Beverages
5.58,0.93,6,Mountain Dew,0.0,0,Soft Drinks
21.63,0.69,33,Selters,0.05,0,Water
21.42,1.53,14,Pepsi,0.0,0,Soft Drinks
6.89,0.53,13,Sprite,0.0,0,Soft Drinks
17.85,1.19,15,Fanta,0.0,0,Soft Drinks
31.9,0.73,46,Coca-Cola,0.05,0,Soft Drinks
26.3,1.82,17,Tomato Juice,0.15,0,Juices
25.85,2.35,11,Red Bull,0.0,0,Soft Drinks
1.08,1.08,1,Warsteiner,0.0,0,Alcoholic Beverages
28.7,2.05,14,Fritz-Kola,0.0,0,Soft Drinks
73.7,1.02,85,Gerolsteiner,0.15,0,Water
45.63,1.69,30,Beck's,0.1,0,Alcoholic Beverages
191.18,5.16,39,Merlot,0.05,0,Alcoholic Beverages
8.75,1.75,5,Hohes C Orange,0.0,0,Juices
4.95,0.55,9,Sprite,0.0,0,Soft Drinks
104.65,8.05,13,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
29.64,2.28,13,Red Bull,0.0,0,Soft Drinks
6.93,0.99,7,Kölsch,0.0,0,Alcoholic Beverages
124.18,3.44,38,Monster,0.05,0,Soft Drinks
13.91,1.07,13,Coca-Cola,0.0,0,Soft Drinks
7.3,1.46,5,Volvic Touch,0.0,0,Water
58.66,4.19,14,Riesling,0.0,0,Alcoholic Beverages
13.53,1.23,11,Evian,0.0,0,Water
3.79,0.57,7,San Pellegrino,0.05,0,Water
41.16,3.43,12,Tomato Juice,0.0,0,Juices
21.84,3.12,7,Mango Juice,0.0,0,Juices
15.99,1.23,13,Evian,0.0,0,Water
29.24,0.57,57,Volvic Touch,0.1,0,Water
36.24,3.02,12,Passion Fruit Juice,0.0,0,Juices
128.34,14.26,9,Bacardi,0.0,0,Alcoholic Beverages
301.52,37.69,8,Johnnie Walker,0.0,0,Alcoholic Beverages
28.08,3.12,9,Mango Juice,0.0,0,Juices
7.68,0.64,12,Vittel,0.0,0,Water
123.46,3.61,36,Rockstar,0.05,0,Soft Drinks
4.65,0.93,5,Mountain Dew,0.0,0,Soft Drinks
36.63,4.07,9,Riesling,0.0,0,Alcoholic Beverages
130.82,3.23,45,Rauch Multivitamin,0.1,0,Juices
11.63,0.68,18,San Pellegrino,0.05,0,Water
10.01,0.91,11,San Pellegrino,0.0,0,Water
982.26,18.19,60,Bacardi,0.1,2,Alcoholic Beverages
31.59,0.95,35,Selters,0.05,0,Water
536.26,31.36,18,Johnnie Walker,0.05,2,Alcoholic Beverages
209.14,6.29,35,Rotkäppchen Sekt,0.05,0,Alcoholic Beverages
7.76,1.94,4,Jever,0.0,0,Alcoholic Beverages
39.1,0.98,42,Warsteiner,0.05,0,Alcoholic Beverages
923.38,11.93,86,Merlot,0.1,2,Alcoholic Beverages
16.96,0.35,51,Vittel,0.05,0,Water
2.24,0.56,4,Sprite,0.0,0,Soft Drinks
43.26,1.38,33,Kölsch,0.05,0,Alcoholic Beverages
0.58,0.58,1,Volvic,0.0,0,Water
18.35,3.67,5,Cranberry Juice,0.0,0,Juices
6.48,1.08,6,Warsteiner,0.0,0,Alcoholic Beverages
134.82,2.14,70,Granini Apple,0.1,0,Juices
565.35,37.69,15,Johnnie Walker,0.0,2,Alcoholic Beverages
2.85,0.57,5,Volvic,0.0,0,Water
3.6,1.2,3,Schwip Schwap,0.0,0,Soft Drinks
9.3,0.93,10,Apollinaris,0.0,0,Water
329.31,36.59,9,Johnnie Walker,0.0,0,Alcoholic Beverages
51.84,4.32,12,Riesling,0.0,0,Alcoholic Beverages
222.68,2.78,89,Erdinger Weißbier,0.1,0,Alcoholic Beverages
8.01,0.89,9,San Pellegrino,0.0,0,Water
2.52,1.26,2,Evian,0.0,0,Water
18.79,0.87,24,Mountain Dew,0.1,0,Soft Drinks
1.61,1.61,1,Vio Wasser,0.0,0,Water
3.46,3.46,1,Cranberry Juice,0.0,0,Juices
24.22,3.46,7,Cranberry Juice,0.0,0,Juices
5.03,5.03,1,Chardonnay,0.0,0,Alcoholic Beverages
19.08,1.59,12,Krombacher,0.0,0,Alcoholic Beverages
18.16,2.27,8,Rockstar,0.0,0,Soft Drinks
23.31,3.33,7,Tomato Juice,0.0,0,Juices
246.24,3.42,80,Cranberry Juice,0.1,0,Juices
70.4,1.01,82,San Pellegrino,0.15,0,Water
7.14,1.19,6,Fanta,0.0,0,Soft Drinks
24.01,1.33,19,Kölsch,0.05,0,Alcoholic Beverages
17.81,1.37,13,Beck's,0.0,0,Alcoholic Beverages
190.74,2.55,88,Rauch Multivitamin,0.15,0,Juices
28.7,2.05,14,Fritz-Kola,0.0,0,Soft Drinks
18.8,1.88,10,Jever,0.0,0,Alcoholic Beverages
127.26,9.09,14,Sauvignon Blanc,0.0,0,Alcoholic Beverages
158.44,2.69,62,Cranberry Juice,0.05,0,Juices
3.42,1.71,2,Vio Wasser,0.0,0,Water
12.24,1.02,12,Warsteiner,0.0,0,Alcoholic Beverages
5015.39,70.54,79,Moët & Chandon,0.1,3,Alcoholic Beverages
30.55,2.35,13,Red Bull,0.0,0,Soft Drinks
255.74,2.96,96,Rauch Multivitamin,0.1,0,Juices
23.76,1.32,20,Krombacher,0.1,0,Alcoholic Beverages
8.25,0.55,15,Volvic,0.0,0,Water
5.79,2.03,3,Monster,0.05,0,Soft Drinks
15.04,1.88,8,Jever,0.0,0,Alcoholic Beverages
2.02,1.01,2,Gerolsteiner,0.0,0,Water
9.54,1.59,6,Krombacher,0.0,0,Alcoholic Beverages
13.32,2.22,6,Red Bull,0.0,0,Soft Drinks
6.72,0.56,12,Vittel,0.0,0,Water
16.74,1.86,9,Hohes C Orange,0.0,0,Juices
1154.06,30.37,40,Havana Club,0.05,2,Alcoholic Beverages
9.6,1.2,8,Schwip Schwap,0.0,0,Soft Drinks
84.34,1.93,46,Granini Apple,0.05,0,Juices
22.47,3.21,7,Mango Juice,0.0,0,Juices
3149.93,52.94,70,Tanqueray,0.15,1,Alcoholic Beverages
5.2,1.04,5,Coca-Cola,0.0,0,Soft Drinks
123.12,2.28,60,Tomato Juice,0.1,0,Juices
1.84,0.46,4,Selters,0.0,0,Water
436.76,109.19,4,Veuve Clicquot,0.0,0,Alcoholic Beverages
294.1,58.82,5,Moët & Chandon,0.0,0,Alcoholic Beverages
0.92,0.46,2,Selters,0.0,0,Water
187.7,3.62,61,Passion Fruit Juice,0.15,0,Juices
19.68,1.64,12,Granini Apple,0.0,0,Juices
3.23,3.23,1,Tomato Juice,0.0,0,Juices
120.58,3.19,42,Passion Fruit Juice,0.1,0,Juices
35.7,2.38,15,Rauch Multivitamin,0.0,0,Juices
17.52,2.19,8,Club Mate,0.0,0,Soft Drinks
15.12,1.26,12,Evian,0.0,0,Water
37.05,0.78,50,Sprite,0.05,0,Soft Drinks
2.35,2.35,1,Red Bull,0.0,0,Soft Drinks
162.16,1.82,99,Krombacher,0.1,0,Alcoholic Beverages
11.13,1.59,7,Krombacher,0.0,0,Alcoholic Beverages
15.72,1.31,12,Evian,0.0,0,Water
14.68,3.67,4,Cranberry Juice,0.0,0,Juices
12.12,1.01,12,Gerolsteiner,0.0,0,Water
7.2,1.8,4,Hohes C Orange,0.0,0,Juices
45.94,2.32,22,Cranberry Juice,0.1,0,Juices
9.79,0.89,11,San Pellegrino,0.0,0,Water
1.16,0.58,2,Vittel,0.0,0,Water
21.77,3.11,7,Passion Fruit Juice,0.0,0,Juices
311.49,34.61,9,Tanqueray,0.0,0,Alcoholic Beverages
19.93,2.46,9,Rockstar,0.1,0,Soft Drinks
19.71,2.19,9,Club Mate,0.0,0,Soft Drinks
4.98,1.66,3,Vio Wasser,0.0,0,Water
165.02,1.91,96,Granini Apple,0.1,0,Juices
2.38,1.19,2,Fanta,0.0,0,Soft Drinks
66.58,1.37,54,Beck's,0.1,0,Alcoholic Beverages
92.62,2.5,39,Fritz-Kola,0.05,0,Soft Drinks
879.31,33.69,29,Jack Daniels,0.1,2,Alcoholic Beverages
3.85,0.55,7,Sprite,0.0,0,Soft Drinks
179.42,3.56,56,Mango Juice,0.1,0,Juices
138.38,12.58,11,Havana Club,0.0,0,Alcoholic Beverages
341.53,48.79,7,Jack Daniels,0.0,0,Alcoholic Beverages
25.84,3.23,8,Tomato Juice,0.0,0,Juices
581.55,19.13,32,Jack Daniels,0.05,2,Alcoholic Beverages
677.06,22.99,31,Johnnie Walker,0.05,2,Alcoholic Beverages
41.52,3.46,12,Cranberry Juice,0.0,0,Juices
5.06,0.46,11,Selters,0.0,0,Water
243.43,2.76,98,Rockstar,0.1,0,Soft Drinks
12.71,0.65,23,Coca-Cola,0.15,0,Soft Drinks
334.66,6.64,56,Chardonnay,0.1,0,Alcoholic Beverages
355.2,35.52,10,Johnnie Walker,0.0,0,Alcoholic Beverages
103.68,1.2,96,Evian,0.1,0,Water
58.97,1.68,39,Pepsi,0.1,0,Soft Drinks
15.12,1.26,12,Evian,0.0,0,Water
14.06,3.7,4,Cranberry Juice,0.05,0,Juices
21.2,2.12,10,Fritz-Kola,0.0,0,Soft Drinks
5.24,0.69,8,Gerolsteiner,0.05,0,Water
6.72,1.12,6,Augustiner,0.0,0,Alcoholic Beverages
5.45,1.09,5,Augustiner,0.0,0,Alcoholic Beverages
7.79,0.41,20,Gerolsteiner,0.05,0,Water
4.61,0.64,8,Coca-Cola,0.1,0,Soft Drinks
6.42,3.21,2,Mango Juice,0.0,0,Juices
6.93,0.63,11,Mezzo Mix,0.0,0,Soft Drinks
3.18,0.67,5,Gerolsteiner,0.05,0,Water
11.88,0.99,12,Apollinaris,0.0,0,Water
13.02,0.93,14,Apollinaris,0.0,0,Water
1134.72,15.76,80,Havana Club,0.1,2,Alcoholic Beverages
13.68,1.71,8,Vio Wasser,0.0,0,Water
244.58,3.16,86,Mango Juice,0.1,0,Juices
134.3,1.58,100,Schwip Schwap,0.15,0,Soft Drinks
5.45,1.09,5,Augustiner,0.0,0,Alcoholic Beverages
33.6,33.6,1,Tanqueray,0.0,0,Alcoholic Beverages
4.64,1.16,4,Fanta,0.0,0,Soft Drinks
27.24,2.27,12,Rockstar,0.0,0,Soft Drinks
6.88,0.86,8,San Pellegrino,0.0,0,Water
15.12,1.08,14,Warsteiner,0.0,0,Alcoholic Beverages
5.22,0.58,9,Volvic,0.0,0,Water
23.94,1.71,14,Vio Wasser,0.0,0,Water
9.92,1.24,8,Schwip Schwap,0.0,0,Soft Drinks
17.49,1.59,11,Granini Apple,0.0,0,Juices
30.24,4.32,7,Riesling,0.0,0,Alcoholic Beverages
1603.37,24.82,68,Havana Club,0.05,2,Alcoholic Beverages
13.65,0.91,15,San Pellegrino,0.0,0,Water
1.1,0.55,2,Volvic,0.0,0,Water
4.44,2.22,2,Red Bull,0.0,0,Soft Drinks
9.33,3.11,3,Passion Fruit Juice,0.0,0,Juices
2.67,0.89,3,San Pellegrino,0.0,0,Water
3457.58,69.85,55,Moët & Chandon,0.1,1,Alcoholic Beverages
18.34,1.31,14,Evian,0.0,0,Water
34.44,1.25,29,Beck's,0.05,0,Alcoholic Beverages
60.36,5.03,12,Chardonnay,0.0,0,Alcoholic Beverages
27.86,1.99,14,Fritz-Kola,0.0,0,Soft Drinks
2.97,0.99,3,Kölsch,0.0,0,Alcoholic Beverages
4.4,0.55,8,Sprite,0.0,0,Soft Drinks
6.56,1.64,4,Granini Apple,0.0,0,Juices
8.54,8.54,1,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
4.46,0.47,10,Gerolsteiner,0.05,0,Water
8.64,0.96,9,Apollinaris,0.0,0,Water
8.82,1.26,7,Evian,0.0,0,Water
15.47,1.19,13,Fanta,0.0,0,Soft Drinks
9.84,1.23,8,Evian,0.0,0,Water
272.65,3.24,99,Rauch Multivitamin,0.15,0,Juices
46.8,3.12,15,Monster,0.0,0,Soft Drinks
45.63,0.78,65,Vittel,0.1,0,Water
1.61,1.61,1,Vio Wasser,0.0,0,Water
84.82,1.24,72,Vio Wasser,0.05,0,Water
31.14,3.46,9,Cranberry Juice,0.0,0,Juices
82.9,8.29,10,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
56.88,4.74,12,Chardonnay,0.0,0,Alcoholic Beverages
48.15,3.21,15,Monster,0.0,0,Soft Drinks
108.11,2.86,42,Rauch Multivitamin,0.1,0,Juices
6.63,2.21,3,Rockstar,0.0,0,Soft Drinks
12.09,0.93,13,Mountain Dew,0.0,0,Soft Drinks
65.19,0.94,73,San Pellegrino,0.05,0,Water
2.38,2.38,1,Rauch Multivitamin,0.0,0,Juices
4.55,0.91,5,San Pellegrino,0.0,0,Water
325.14,3.97,91,Cranberry Juice,0.1,0,Juices
8.64,0.96,9,Mountain Dew,0.0,0,Soft Drinks
9.93,3.31,3,Mango Juice,0.0,0,Juices
178.32,2.59,81,Rauch Multivitamin,0.15,0,Juices
285.55,57.11,5,Moët & Chandon,0.0,0,Alcoholic Beverages
27.44,3.43,8,Tomato Juice,0.0,0,Juices
2.45,2.58,1,Fritz-Kola,0.05,0,Soft Drinks
95.94,2.6,41,Fritz-Kola,0.1,0,Soft Drinks
19.15,1.68,12,Erdinger Weißbier,0.05,0,Alcoholic Beverages
6.37,0.49,13,Selters,0.0,0,Water
4798.26,73.2,69,Veuve Clicquot,0.05,3,Alcoholic Beverages
177.35,3.21,65,Rockstar,0.15,0,Soft Drinks
23.43,2.13,11,Club Mate,0.0,0,Soft Drinks
74.1,1.95,40,Rockstar,0.05,0,Soft Drinks
324.16,4.14,87,Cranberry Juice,0.1,0,Juices
52.46,2.51,22,Passion Fruit Juice,0.05,0,Juices
12.92,3.23,4,Tomato Juice,0.0,0,Juices
17.49,1.59,11,Granini Apple,0.0,0,Juices
21.0,1.75,12,Hohes C Orange,0.0,0,Juices
160.65,2.25,84,Granini Apple,0.15,0,Juices
9.3,1.86,5,Hohes C Orange,0.0,0,Juices
15.08,1.16,13,Augustiner,0.0,0,Alcoholic Beverages
13.13,1.01,13,Gerolsteiner,0.0,0,Water
71.14,1.44,52,Volvic Touch,0.05,0,Water
30.53,0.64,53,Vittel,0.1,0,Water
7.7,0.55,14,Volvic,0.0,0,Water
119.97,2.87,44,Mango Juice,0.05,0,Juices
585.48,48.79,12,Jack Daniels,0.0,2,Alcoholic Beverages
14.04,2.34,6,Rockstar,0.0,0,Soft Drinks
9.36,2.34,4,Rockstar,0.0,0,Soft Drinks
77.11,1.26,72,Coca-Cola,0.15,0,Soft Drinks
8.15,1.63,5,Krombacher,0.0,0,Alcoholic Beverages
22.05,2.45,9,Rauch Multivitamin,0.0,0,Juices
8.75,1.75,5,Hohes C Orange,0.0,0,Juices
5.39,0.49,11,Selters,0.0,0,Water
1310.28,109.19,12,Veuve Clicquot,0.0,2,Alcoholic Beverages
16.8,1.12,15,Augustiner,0.0,0,Alcoholic Beverages
116.05,3.07,42,Rauch Multivitamin,0.1,0,Juices
66.36,4.74,14,Chardonnay,0.0,0,Alcoholic Beverages
6.72,0.96,7,Mountain Dew,0.0,0,Soft Drinks
7.15,0.55,13,Volvic,0.0,0,Water
1201.09,109.19,11,Veuve Clicquot,0.0,2,Alcoholic Beverages
19.98,2.22,9,Red Bull,0.0,0,Soft Drinks
10.8,1.2,9,Schwip Schwap,0.0,0,Soft Drinks
74.2,1.07,73,Mountain Dew,0.05,0,Soft Drinks
10.32,0.86,12,San Pellegrino,0.0,0,Water
3490.7,59.67,65,Johnnie Walker,0.1,1,Alcoholic Beverages
26.9,0.48,59,Volvic,0.05,0,Water
99.96,3.83,29,Sauvignon Blanc,0.1,0,Alcoholic Beverages
1667.3,31.91,55,Tanqueray,0.05,2,Alcoholic Beverages
40.5,2.5,18,Passion Fruit Juice,0.1,0,Juices
5.58,0.93,6,Kölsch,0.0,0,Alcoholic Beverages
787.54,60.58,13,Moët & Chandon,0.0,2,Alcoholic Beverages
12.84,1.07,12,Gerolsteiner,0.0,0,Water
3.54,0.59,6,Vittel,0.0,0,Water
7.76,1.94,4,Jever,0.0,0,Alcoholic Beverages
1.64,1.64,1,Pepsi,0.0,0,Soft Drinks
2076.04,30.53,80,Bacardi,0.15,1,Alcoholic Beverages
513.99,57.11,9,Moët & Chandon,0.0,2,Alcoholic Beverages
104.46,1.59,73,Hohes C Orange,0.1,0,Juices
5.8,0.58,10,Vittel,0.0,0,Water
3108.11,53.13,65,Jack Daniels,0.1,1,Alcoholic Beverages
2.75,0.55,5,Volvic,0.0,0,Water
7.22,0.4,19,Gerolsteiner,0.05,0,Water
8.38,4.19,2,Riesling,0.0,0,Alcoholic Beverages
16.15,3.23,5,Tomato Juice,0.0,0,Juices
2.16,1.2,2,Krombacher,0.1,0,Alcoholic Beverages
137.66,2.05,79,Hohes C Orange,0.15,0,Juices
170.28,2.15,88,Granini Apple,0.1,0,Juices
45.74,3.21,15,Cranberry Juice,0.05,0,Juices
7.76,1.94,4,Jever,0.0,0,Alcoholic Beverages
6.72,0.56,12,Vittel,0.0,0,Water
5.34,0.89,6,San Pellegrino,0.0,0,Water
73.71,1.82,45,Granini Apple,0.1,0,Juices
58.48,2.15,32,Rockstar,0.15,0,Soft Drinks
34.3,2.45,14,Rauch Multivitamin,0.0,0,Juices
29.1,1.94,15,Jever,0.0,0,Alcoholic Beverages
22.75,1.75,13,Hohes C Orange,0.0,0,Juices
10.16,1.27,8,Schwip Schwap,0.0,0,Soft Drinks
13.35,0.89,15,San Pellegrino,0.0,0,Water
116.28,1.36,95,Coca-Cola,0.1,0,Soft Drinks
11.55,2.31,5,Rauch Multivitamin,0.0,0,Juices
5.95,1.19,5,Fanta,0.0,0,Soft Drinks
1.98,0.99,2,Kölsch,0.0,0,Alcoholic Beverages
4.26,1.42,3,Volvic Touch,0.0,0,Water
199.54,3.13,75,Rockstar,0.15,0,Soft Drinks
1.74,0.58,3,Volvic,0.0,0,Water
16.99,0.59,32,Pepsi,0.1,0,Soft Drinks
1.96,0.49,4,Selters,0.0,0,Water
13.8,1.38,10,Volvic Touch,0.0,0,Water
15.39,1.71,9,Vio Wasser,0.0,0,Water
10.8,1.8,6,Hohes C Orange,0.0,0,Juices
156.18,2.59,67,Tomato Juice,0.1,0,Juices
402.0,50.25,8,Jack Daniels,0.0,0,Alcoholic Beverages
4.8,0.96,5,Apollinaris,0.0,0,Water
4.95,0.55,9,Sprite,0.0,0,Soft Drinks
133.5,13.35,10,Havana Club,0.0,0,Alcoholic Beverages
13.8,1.38,10,Volvic Touch,0.0,0,Water
46.55,3.5,14,Cranberry Juice,0.05,0,Juices
17.71,1.61,11,Vio Wasser,0.0,0,Water
63.63,1.01,70,Vittel,0.1,0,Water
9.3,0.93,10,Apollinaris,0.0,0,Water
44.59,3.43,13,Tomato Juice,0.0,0,Juices
5.7,0.6,10,Mountain Dew,0.05,0,Soft Drinks
23.87,0.78,34,Vittel,0.1,0,Water
6.81,2.27,3,Rockstar,0.0,0,Soft Drinks
2.38,2.38,1,Rauch Multivitamin,0.0,0,Juices
44.35,1.54,32,Mezzo Mix,0.1,0,Soft Drinks
116.72,1.31,99,Apollinaris,0.1,0,Water
80.14,1.14,74,Coca-Cola,0.05,0,Soft Drinks
130.76,1.67,87,Hohes C Orange,0.1,0,Juices
33.76,4.22,8,Merlot,0.0,0,Alcoholic Beverages
274.12,3.14,97,Mango Juice,0.1,0,Juices
18.96,4.74,4,Chardonnay,0.0,0,Alcoholic Beverages
97.58,48.79,2,Jack Daniels,0.0,0,Alcoholic Beverages
2553.56,32.78,82,Tanqueray,0.05,1,Alcoholic Beverages
655.14,109.19,6,Veuve Clicquot,0.0,2,Alcoholic Beverages
16.65,3.33,5,Tomato Juice,0.0,0,Juices
7.49,1.07,7,Gerolsteiner,0.0,0,Water
213.9,35.65,6,Tanqueray,0.0,0,Alcoholic Beverages
147.06,1.72,95,Mountain Dew,0.1,0,Soft Drinks
46.5,0.89,55,Apollinaris,0.05,0,Water
29.53,1.48,21,Gerolsteiner,0.05,0,Water
6.49,0.59,11,Mezzo Mix,0.0,0,Soft Drinks
15.75,1.75,9,Hohes C Orange,0.0,0,Juices
66.02,2.78,25,Mango Juice,0.05,0,Juices
9.66,1.38,7,Volvic Touch,0.0,0,Water
171.57,2.58,70,Tomato Juice,0.05,0,Juices
19.92,1.66,12,Vio Wasser,0.0,0,Water
12.69,1.41,9,Beck's,0.0,0,Alcoholic Beverages
198.72,2.3,96,Hohes C Orange,0.1,0,Juices
15.18,1.38,11,Volvic Touch,0.0,0,Water
171.33,57.11,3,Moët & Chandon,0.0,0,Alcoholic Beverages
303.6,16.82,19,Bacardi,0.05,0,Alcoholic Beverages
165.6,2.3,80,Club Mate,0.1,0,Soft Drinks
17.88,1.49,12,Pepsi,0.0,0,Soft Drinks
8.6,0.86,10,San Pellegrino,0.0,0,Water
21.32,1.64,13,Granini Apple,0.0,0,Juices
9.93,3.31,3,Mango Juice,0.0,0,Juices
23.43,2.13,11,Club Mate,0.0,0,Soft Drinks
4.55,0.91,5,San Pellegrino,0.0,0,Water
28.53,0.91,33,Fanta,0.05,0,Soft Drinks
341.9,5.67,67,Riesling,0.1,0,Alcoholic Beverages
9.28,1.16,8,Fanta,0.0,0,Soft Drinks
25.41,2.31,11,Rauch Multivitamin,0.0,0,Juices
49.74,8.29,6,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
9.79,0.89,11,San Pellegrino,0.0,0,Water
13.52,1.04,13,Gerolsteiner,0.0,0,Water
34.8,4.35,8,Merlot,0.0,0,Alcoholic Beverages
123.98,2.9,45,Mango Juice,0.05,0,Juices
58.03,8.29,7,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
142.6,35.65,4,Tanqueray,0.0,0,Alcoholic Beverages
31.14,3.46,9,Cranberry Juice,0.0,0,Juices
3.42,0.57,6,Volvic,0.0,0,Water
8.19,0.91,9,San Pellegrino,0.0,0,Water
23.76,1.98,12,Erdinger Weißbier,0.0,0,Alcoholic Beverages
179.08,3.25,58,Cranberry Juice,0.05,0,Juices
0.58,0.58,1,Volvic,0.0,0,Water
7.84,2.75,3,Mango Juice,0.05,0,Juices
2.19,0.77,3,Volvic Touch,0.05,0,Water
2.14,1.07,2,Coca-Cola,0.0,0,Soft Drinks
2.2,0.55,4,Volvic,0.0,0,Water
207.66,34.61,6,Tanqueray,0.0,0,Alcoholic Beverages
14.84,1.42,11,Kölsch,0.05,0,Alcoholic Beverages
4.65,0.93,5,Apollinaris,0.0,0,Water
77.62,1.25,69,Volvic Touch,0.1,0,Water
6.05,0.55,11,Sprite,0.0,0,Soft Drinks
6.96,1.16,6,Fanta,0.0,0,Soft Drinks
6.38,0.58,11,Vittel,0.0,0,Water
1.42,1.42,1,Volvic Touch,0.0,0,Water
180.26,3.45,55,Mango Juice,0.05,0,Juices
16.24,1.16,14,Fanta,0.0,0,Soft Drinks
18.35,3.67,5,Cranberry Juice,0.0,0,Juices
161.28,13.44,12,Bacardi,0.0,0,Alcoholic Beverages
3.99,0.6,7,Pepsi,0.05,0,Soft Drinks
103.74,2.6,42,Fritz-Kola,0.05,0,Soft Drinks
6.86,3.43,2,Tomato Juice,0.0,0,Juices
173.66,2.88,67,Rockstar,0.1,0,Soft Drinks
12.88,1.59,9,Granini Apple,0.1,0,Juices
1.38,0.46,3,Selters,0.0,0,Water
1390.16,16.52,99,Sauvignon Blanc,0.15,2,Alcoholic Beverages
5.8,1.16,5,Fanta,0.0,0,Soft Drinks
43.2,1.2,40,San Pellegrino,0.1,0,Water
257.35,3.48,87,Rockstar,0.15,0,Soft Drinks
58.14,1.8,34,Warsteiner,0.05,0,Alcoholic Beverages
1.02,1.02,1,Warsteiner,0.0,0,Alcoholic Beverages
3.72,1.86,2,Hohes C Orange,0.0,0,Juices
30.29,0.99,34,Vio Wasser,0.1,0,Water
49.15,1.99,26,Fritz-Kola,0.05,0,Soft Drinks
1.16,0.58,2,Vittel,0.0,0,Water
60.9,4.35,14,Merlot,0.0,0,Alcoholic Beverages
6.93,0.99,7,Kölsch,0.0,0,Alcoholic Beverages
206.96,3.15,73,Tomato Juice,0.1,0,Juices
2.28,0.6,4,Pepsi,0.05,0,Soft Drinks
33.6,33.6,1,Tanqueray,0.0,0,Alcoholic Beverages
62.9,12.58,5,Havana Club,0.0,0,Alcoholic Beverages
161.41,2.94,61,Club Mate,0.1,0,Soft Drinks
50.39,0.78,76,Schwip Schwap,0.15,0,Soft Drinks
9.54,1.59,6,Krombacher,0.0,0,Alcoholic Beverages
11.55,2.31,5,Rauch Multivitamin,0.0,0,Juices
9.6,0.64,15,Vittel,0.0,0,Water
160.83,2.97,57,Rockstar,0.05,0,Soft Drinks
5.97,1.57,4,Vio Wasser,0.05,0,Water
24.15,1.61,15,Vio Wasser,0.0,0,Water
9.29,3.26,3,Tomato Juice,0.05,0,Juices
35.7,2.38,15,Rauch Multivitamin,0.0,0,Juices
74.15,1.07,77,Gerolsteiner,0.1,0,Water
23.4,1.8,13,Hohes C Orange,0.0,0,Juices
23.66,1.69,14,Granini Apple,0.0,0,Juices
19.35,0.86,25,Sprite,0.1,0,Soft Drinks
84.61,1.19,79,Fanta,0.1,0,Soft Drinks
26.21,0.56,52,Volvic,0.1,0,Water
4.1,2.05,2,Fritz-Kola,0.0,0,Soft Drinks
4.57,0.37,13,Apollinaris,0.05,0,Water
244.51,2.83,96,Tomato Juice,0.1,0,Juices
43.68,3.12,14,Monster,0.0,0,Soft Drinks
35.84,4.48,8,Merlot,0.0,0,Alcoholic Beverages
14.76,1.23,12,Fanta,0.0,0,Soft Drinks
11.02,1.16,10,Krombacher,0.05,0,Alcoholic Beverages
18.12,3.02,6,Passion Fruit Juice,0.0,0,Juices
4.72,0.59,8,Vittel,0.0,0,Water
0.98,0.49,2,Selters,0.0,0,Water
23.62,1.25,21,Warsteiner,0.1,0,Alcoholic Beverages
3.98,1.99,2,Jever,0.0,0,Alcoholic Beverages
36.41,3.31,11,Monster,0.0,0,Soft Drinks
7.54,0.58,13,Volvic,0.0,0,Water
41.02,2.93,14,Passion Fruit Juice,0.0,0,Juices
1444.61,31.68,48,Bacardi,0.05,2,Alcoholic Beverages
12.84,1.07,12,Coca-Cola,0.0,0,Soft Drinks
6.93,2.31,3,Rauch Multivitamin,0.0,0,Juices
13.32,3.33,4,Tomato Juice,0.0,0,Juices
724.64,51.76,14,Jack Daniels,0.0,2,Alcoholic Beverages
16.92,1.41,12,Beck's,0.0,0,Alcoholic Beverages
8.76,2.19,4,Club Mate,0.0,0,Soft Drinks
9.06,3.02,3,Passion Fruit Juice,0.0,0,Juices
0.57,0.57,1,Volvic,0.0,0,Water
2278.78,27.08,99,Bacardi,0.15,1,Alcoholic Beverages
34.3,2.45,14,Rauch Multivitamin,0.0,0,Juices
1028.98,12.61,96,Bacardi,0.15,2,Alcoholic Beverages
31.72,0.63,53,Vio Wasser,0.05,0,Water
6.49,0.59,11,Vittel,0.0,0,Water
254.54,3.58,79,Passion Fruit Juice,0.1,0,Juices
29.36,1.03,30,Evian,0.05,0,Water
8.88,2.22,4,Red Bull,0.0,0,Soft Drinks
47.79,0.9,59,Selters,0.1,0,Water
4.65,0.93,5,Apollinaris,0.0,0,Water
23.85,0.46,61,Apollinaris,0.15,0,Water
15.6,1.2,13,Schwip Schwap,0.0,0,Soft Drinks
